,Saison,Name,Player_ID,Alter,Nationalität,Abgebender Verein,ID_1,Aufnehmender Verein,ID_2,Zielland,Ablösesumme
980,13/14,Salim Khelifi,147049,20,Tunesien,FC Lausanne-Sport,527,Eintracht Braunschweig,23,Deutschland,250 Tsd. €
981,13/14,Kevin Tapoko,192526,19,Frankreich,FC Lausanne-Sport,527,KFC Dessel Sport,1910,Belgien,ablösefrei
982,13/14,Michel Avanzini,65958,24,Schweiz,FC Lausanne-Sport,527,FC Rapperswil-Jona,8463,Schweiz,ablösefrei
983,13/14,Matt Moussilou,5654,31,Kongo,FC Lausanne-Sport,527,Club Africain Tunis,819,Tunesien,ablösefrei
984,13/14,Wajdi Bouazzi,69096,28,Tunesien,FC Lausanne-Sport,527,Club Sportif Sfaxien,581,Tunesien,ablösefrei
985,13/14,Jocelyn Roux,40809,27,Schweiz,FC Lausanne-Sport,527,Servette FC,61,Schweiz,ablösefrei
986,13/14,Anthony Favre,10059,29,Schweiz,FC Lausanne-Sport,527,FC Wil 1900,850,Schweiz,ablösefrei
987,13/14,Malaury Martin,40875,25,Frankreich,FC Lausanne-Sport,527,Sandnes Ulf,13025,Norwegen,ablösefrei
988,13/14,Nicolas Marazzi,20094,31,Schweiz,FC Lausanne-Sport,527,FC Azzurri LS 90,36811,Schweiz,ablösefrei
989,13/14,Mathieu Debonnaire,52841,26,Schweiz,FC Lausanne-Sport,527,FC Sion,321,Schweiz,ablösefrei
990,13/14,Luis Pimenta,70825,27,Portugal,FC Lausanne-Sport,527,SC Beira-Mar,1436,Portugal,?
991,13/14,Ohad Kadusi,24084,29,Israel,FC Lausanne-Sport,527,Bnei Yehuda Tel Aviv,9095,Israel,?
992,13/14,Renato Steffen,194638,21,Schweiz,FC Thun,938,BSC Young Boys,452,Schweiz,500 Tsd. €
993,13/14,Remo Burri,65593,22,Schweiz,FC Thun,938,FC Breitenrain,17574,Schweiz,ablösefrei
994,13/14,Stipe Matic,9703,34,Kroatien,FC Thun,938,FC Naters Oberwallis,5496,Schweiz,ablösefrei
995,13/14,Muhamed Demiri,19210,27,Nordmazedonien,FC Thun,938,FC St. Gallen 1879,257,Schweiz,ablösefrei
996,13/14,Saïf Ghezal,60897,32,Tunesien,FC Thun,938,Etoile Sportive du Sahel,250,Tunesien,ablösefrei
997,13/14,Jérémy Manière,109717,21,Schweiz,FC Thun,938,FC Biel-Bienne,2155,Schweiz,?
998,13/14,Mathieu Salamand,118298,22,Frankreich,FC Thun,938,FC Biel-Bienne,2155,Schweiz,?
999,14/15,Yann Sommer,42205,25,Schweiz,FC Basel 1893,26,Borussia Mönchengladbach,18,Deutschland,"9,00 Mio. €"
1000,14/15,Valentin Stocker,45178,25,Schweiz,FC Basel 1893,26,Hertha BSC,44,Deutschland,"4,00 Mio. €"
1001,14/15,Marcelo Díaz,83895,28,Chile,FC Basel 1893,26,Hamburger SV,41,Deutschland,"2,00 Mio. €"
1002,14/15,Kay Voser,40140,27,Schweiz,FC Basel 1893,26,FC Fulham,931,England,800 Tsd. €
1003,14/15,Geoffroy Serey Dié,77708,30,Elfenbeinküste,FC Basel 1893,26,VfB Stuttgart,79,Deutschland,600 Tsd. €
1004,14/15,Endogan Adili,147035,19,Schweiz,FC Basel 1893,26,Galatasaray,141,Türkei,400 Tsd. €
1005,14/15,Darko Jevtic,159718,21,Schweiz,FC Basel 1893,26,Lech Posen,238,Polen,350 Tsd. €
1006,14/15,Simon Grether,159299,22,Schweiz,FC Basel 1893,26,FC Wohlen,1978,Schweiz,ablösefrei
1007,14/15,Pascal Schürpf,65290,24,Schweiz,FC Basel 1893,26,FC Vaduz,163,Schweiz,ablösefrei
1008,14/15,Stjepan Vuleta,166025,20,Schweiz,FC Basel 1893,26,FC Wacker Innsbruck,2444,Österreich,?
1009,14/15,Roman Bürki,59027,23,Schweiz,Grasshopper Club Zürich,504,SC Freiburg,60,Deutschland,"1,80 Mio. €"
1010,14/15,Shkëlzen Gashi,32704,25,Albanien,Grasshopper Club Zürich,504,FC Basel 1893,26,Schweiz,"1,50 Mio. €"
1011,14/15,Veroljub Salatic,9934,29,Schweiz,Grasshopper Club Zürich,504,FC Sion,321,Schweiz,"1,30 Mio. €"
1012,14/15,Albion Avdijaj,159001,20,Albanien,Grasshopper Club Zürich,504,VfL Wolfsburg II,143,Deutschland,ablösefrei
1013,14/15,Johan Vonlanthen,4692,28,Schweiz,Grasshopper Club Zürich,504,Servette FC,61,Schweiz,ablösefrei
1014,14/15,Mergim Brahimi,159706,21,Kosovo,Grasshopper Club Zürich,504,FC Wohlen,1978,Schweiz,ablösefrei
1015,14/15,Nzuzi Toko,68004,23,DR Kongo,Grasshopper Club Zürich,504,Brighton & Hove Albion,1237,England,ablösefrei
1016,14/15,Steven Lang,59080,26,Schweiz,Grasshopper Club Zürich,504,FC Vaduz,163,Schweiz,ablösefrei
1017,14/15,Frank Feltscher,46039,26,Venezuela,Grasshopper Club Zürich,504,FC Aarau,116,Schweiz,?
1018,14/15,Sead Hajrovic,111419,21,Bosnien-Herzegowina,Grasshopper Club Zürich,504,FC Winterthur,242,Schweiz,?
1019,14/15,Imran Bunjaku,159705,22,Kosovo,Grasshopper Club Zürich,504,FC Schaffhausen,1277,Schweiz,?
1020,14/15,Josef Martínez,162569,21,Venezuela,BSC Young Boys,452,FC Turin,416,Italien,"3,00 Mio. €"
1021,14/15,Michael Frey,147043,20,Schweiz,BSC Young Boys,452,LOSC Lille,1082,Frankreich,"3,00 Mio. €"
1022,14/15,Yassin Mikari,2878,31,Tunesien,FC Luzern,434,Club Africain Tunis,819,Tunesien,300 Tsd. €
1023,14/15,Nedim Sacirovic,194979,20,Schweiz,FC Luzern,434,FC Wil 1900,850,Schweiz,ablösefrei
1024,14/15,Xavier Hochstrasser,40813,26,Schweiz,FC Luzern,434,FC Lausanne-Sport,527,Schweiz,ablösefrei
1025,14/15,Dimitar Rangelov,39912,31,Bulgarien,FC Luzern,434,Konyaspor,2293,Türkei,ablösefrei
1026,14/15,Andrés Lamas,66675,31,Uruguay,FC Luzern,434,Barcelona SC Guayaquil,3523,Ecuador,ablösefrei
1027,14/15,Florian Stahel,21462,29,Schweiz,FC Luzern,434,FC Vaduz,163,Schweiz,ablösefrei
1028,14/15,Daniel Gygax,4951,32,Schweiz,FC Luzern,434,FC Aarau,116,Schweiz,ablösefrei
1029,14/15,Loris Benito,119085,22,Schweiz,FC Zürich,260,Benfica Lissabon,294,Portugal,"3,00 Mio. €"
1030,14/15,Pedro Henrique,213368,24,Brasilien,FC Zürich,260,FC Stade Rennes,273,Frankreich,400 Tsd. €
1031,14/15,Jorge Teixeira,59791,27,Portugal,FC Zürich,260,Standard Lüttich,3057,Belgien,ablösefrei
1032,14/15,Stjepan Kukuruzovic,68655,25,Kroatien,FC Zürich,260,Ferencváros Budapest,279,Ungarn,ablösefrei
1033,14/15,Stefan Glarner,44661,26,Schweiz,FC Zürich,260,FC Thun,938,Schweiz,ablösefrei
1034,14/15,Luca Zuffi,59246,24,Schweiz,FC Thun,938,FC Basel 1893,26,Schweiz,"1,00 Mio. €"
1035,14/15,Sékou Sanogo,173656,25,Elfenbeinküste,FC Thun,938,BSC Young Boys,452,Schweiz,800 Tsd. €
1036,14/15,Christian Schneuwly,52556,26,Schweiz,FC Thun,938,FC Zürich,260,Schweiz,100 Tsd. €
1037,14/15,Andrija Kaludjerovic,36829,27,Serbien,FC Thun,938,Brisbane Roar,7831,Australien,ablösefrei
1038,14/15,Milos Krstic,46865,27,Serbien,FC Thun,938,Nea Salamina Famagusta,18945,Zypern,ablösefrei
1039,14/15,David Frey,89485,23,Schweiz,FC Thun,938,FC Münsingen,4369,Schweiz,ablösefrei
1040,14/15,Cássio,218470,24,Brasilien,FC Thun,938,AO Platanias,21957,Griechenland,ablösefrei
1041,14/15,Marco Schneuwly,21625,29,Schweiz,FC Thun,938,FC Luzern,434,Schweiz,ablösefrei
1042,14/15,Ermir Lenjani,66052,25,Albanien,FC St. Gallen 1879,257,FC Stade Rennes,273,Frankreich,750 Tsd. €
1043,14/15,Stéphane Nater,66061,30,Tunesien,FC St. Gallen 1879,257,Club Africain Tunis,819,Tunesien,400 Tsd. €
1044,14/15,Alhassane Keita,4952,31,Guinea,FC St. Gallen 1879,257,Jacksonville Armada FC,43305,Vereinigte Staaten,ablösefrei
1045,14/15,Ivan Martic,73048,23,Schweiz,FC St. Gallen 1879,257,Hellas Verona,276,Italien,ablösefrei
1046,14/15,Marco Franin,166045,22,Schweiz,FC St. Gallen 1879,257,FC Chiasso,510,Schweiz,?
1047,14/15,Sébastien Wüthrich,52744,24,Schweiz,FC Sion,321,Montpellier HSC,969,Frankreich,500 Tsd. €
1048,14/15,Gaëtan Karlen,166400,21,Schweiz,FC Sion,321,FC Thun,938,Schweiz,150 Tsd. €
1049,14/15,Adailton,18699,31,Brasilien,FC Sion,321,EC Bahia,10010,Brasilien,ablösefrei
1050,14/15,Mathieu Debonnaire,52841,27,Schweiz,FC Sion,321,Berliner AK 07,584,Deutschland,ablösefrei
1051,14/15,Kervens Belfort,93614,22,Haiti,FC Sion,321,Fréjus-Saint-Raphaël FC,30200,Frankreich,ablösefrei
1052,14/15,Danick Yerly,88405,24,Schweiz,FC Sion,321,FC Köniz,32358,Schweiz,ablösefrei
1053,14/15,Steve Rouiller,88404,24,Schweiz,FC Sion,321,FC Chiasso,510,Schweiz,?
1054,14/15,Jason Buaillon,127088,22,Frankreich,FC Sion,321,Standard Lüttich,3057,Belgien,
1055,14/15,Nauris Bulvitis,121956,27,Lettland,FC Aarau,116,FK Spartaks,28936,Lettland,ablösefrei
1056,14/15,Jiri Koubsky,26935,31,Tschechien,FC Aarau,116,FC Köniz,32358,Schweiz,ablösefrei
1057,14/15,Linus Hallenius,50587,25,Schweden,FC Aarau,116,Hammarby IF,1059,Schweden,ablösefrei
1058,14/15,Artur Ionita,98888,23,Moldawien,FC Aarau,116,Hellas Verona,276,Italien,ablösefrei
1059,14/15,Goran Antic,18243,29,Schweiz,FC Aarau,116,FC Baden 1897,747,Schweiz,?
1060,14/15,Alain Schultz,7145,31,Schweiz,FC Aarau,116,FC Wohlen,1978,Schweiz,?
1061,14/15,Andreas Hirzel,167189,21,Schweiz,FC Aarau,116,FC Vaduz,163,Schweiz,?
1062,14/15,Andrea Maccoppi,76113,27,Italien,FC Vaduz,163,FC Chiasso,510,Schweiz,ablösefrei
1063,14/15,Nicolas Gétaz,129642,23,Schweiz,FC Vaduz,163,FC Le Mont LS,12424,Schweiz,ablösefrei
1064,14/15,Michele Polverino,19863,30,Liechtenstein,FC Vaduz,163,SV Ried,266,Österreich,ablösefrei
1065,14/15,Claudio Majer,294722,18,Liechtenstein,FC Vaduz,163,FC Balzers,5374,Schweiz,ablösefrei
1066,15/16,Mohamed Elneny,160438,23,Ägypten,FC Basel 1893,26,FC Arsenal,11,England,"12,50 Mio. €"
1067,15/16,Derlis González,182577,21,Paraguay,FC Basel 1893,26,Dynamo Kiew,338,Ukraine,"9,40 Mio. €"
1068,15/16,Fabian Schär,135343,23,Schweiz,FC Basel 1893,26,TSG 1899 Hoffenheim,533,Deutschland,"4,00 Mio. €"
1069,15/16,Fabian Frei,52595,26,Schweiz,FC Basel 1893,26,1.FSV Mainz 05,39,Deutschland,"3,60 Mio. €"
1070,15/16,Shkëlzen Gashi,32704,27,Albanien,FC Basel 1893,26,Colorado Rapids,1247,Vereinigte Staaten,"2,70 Mio. €"
1071,15/16,Giovanni Sio,76293,26,Elfenbeinküste,FC Basel 1893,26,FC Stade Rennes,273,Frankreich,"2,00 Mio. €"
1072,15/16,Albian Ajeti,195906,18,Schweiz,FC Basel 1893,26,FC Augsburg,167,Deutschland,"1,00 Mio. €"
1073,15/16,Kwang-ryong Pak,181882,22,Nordkorea,FC Basel 1893,26,FC Biel-Bienne,2155,Schweiz,ablösefrei
1074,15/16,Pascal Albrecht,183445,20,Schweiz,FC Basel 1893,26,FC St. Gallen 1879 U21,9178,Schweiz,ablösefrei
1075,15/16,Gastón Sauro,96740,25,Argentinien,FC Basel 1893,26,Columbus Crew SC,813,Vereinigte Staaten,?
1076,15/16,Yoichiro Kakitani,114198,26,Japan,FC Basel 1893,26,Cerezo Osaka,1022,Japan,?
1077,15/16,Shani Tarashaj,184381,20,Schweiz,Grasshopper Club Zürich,504,FC Everton,29,England,"4,00 Mio. €"
1078,15/16,Yoric Ravet,82461,26,Frankreich,Grasshopper Club Zürich,504,BSC Young Boys,452,Schweiz,"2,00 Mio. €"
1079,15/16,Ulisses Garcia,192616,19,Schweiz,Grasshopper Club Zürich,504,SV Werder Bremen,86,Deutschland,600 Tsd. €
1080,15/16,Nassim Ben Khalifa,74288,23,Schweiz,Grasshopper Club Zürich,504,Eskisehirspor,825,Türkei,500 Tsd. €
1081,15/16,Seny Dieng,250870,21,Senegal,Grasshopper Club Zürich,504,MSV Duisburg,52,Deutschland,ablösefrei
1082,15/16,Krisztián Vadócz,34116,30,Ungarn,Grasshopper Club Zürich,504,Deportivo Alavés,1108,Spanien,ablösefrei
1083,15/16,Etienne Scholz,172995,21,Schweiz,Grasshopper Club Zürich,504,FC Wil 1900,850,Schweiz,ablösefrei
1084,15/16,Gianluca Hossmann,159696,24,Schweiz,Grasshopper Club Zürich,504,MSV Duisburg II,808,Deutschland,ablösefrei
1085,15/16,Daniel Davari,51053,27,Iran,Grasshopper Club Zürich,504,Arminia Bielefeld,10,Deutschland,ablösefrei
1086,15/16,Amir Abrashi,66005,25,Albanien,Grasshopper Club Zürich,504,SC Freiburg,60,Deutschland,ablösefrei
1087,15/16,Michael Lang,51346,24,Schweiz,Grasshopper Club Zürich,504,FC Basel 1893,26,Schweiz,ablösefrei
1088,15/16,Michael Dingsdag,4416,32,Niederlande,Grasshopper Club Zürich,504,NAC Breda,132,Niederlande,ablösefrei
1089,15/16,Sanel Jahic,28719,33,Bosnien-Herzegowina,Grasshopper Club Zürich,504,APO Levadiakos,2672,Griechenland,ablösefrei
1090,15/16,Anatole Ngamukol,71355,27,Frankreich,Grasshopper Club Zürich,504,Red Star FC,1154,Frankreich,ablösefrei
1091,15/16,Marko Basic,46017,27,Kroatien,FC Lugano,2790,Grasshopper Club Zürich,504,Schweiz,500 Tsd. €
1092,15/16,Leonardo Melazzi,135560,24,Uruguay,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1093,15/16,Salvatore Guarino,129676,26,Schweiz,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1094,15/16,Denis Markaj,74813,24,Kosovo,FC Lugano,2790,FC Aarau,116,Schweiz,ablösefrei
1095,15/16,Andrei Herlea,183125,22,Schweiz,FC Lugano,2790,FC Dietikon,14467,Schweiz,ablösefrei
1096,15/16,Sergio Cortelezzi,175863,20,Uruguay,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1097,15/16,Bojan Dubajic,84800,24,Serbien,FC Lugano,2790,FC Le Mont LS,12424,Schweiz,?
1098,15/16,Drilon Paçarizi,70760,25,Schweiz,FC Lugano,2790,FC Le Mont LS,12424,Schweiz,?
1099,15/16,Sandro Lombardi,33516,29,Schweiz,FC Lugano,2790,FC Wil 1900,850,Schweiz,?
1100,15/16,Sebastián Sosa Sánchez,198851,21,Uruguay,FC Lugano,2790,Club Nacional,866,Uruguay,?
1101,15/16,Remo Freuler,148252,23,Schweiz,FC Luzern,434,Atalanta Bergamo,800,Italien,"3,45 Mio. €"
1102,15/16,Darío Lezcano,80031,25,Paraguay,FC Luzern,434,FC Ingolstadt 04,4795,Deutschland,"2,50 Mio. €"
1103,15/16,Alain Wiss,58165,24,Schweiz,FC Luzern,434,FC St. Gallen 1879,257,Schweiz,ablösefrei
1104,15/16,Adrian Winter,59681,29,Schweiz,FC Luzern,434,Orlando City SC,45604,Vereinigte Staaten,ablösefrei
1105,15/16,Ridge Mobulu,64663,24,DR Kongo,FC Luzern,434,FC Aarau,116,Schweiz,ablösefrei
1106,15/16,Oliver Bozanic,43117,26,Australien,FC Luzern,434,Melbourne Victory,7006,Australien,ablösefrei
1107,15/16,Thierry Doubai,52027,27,Elfenbeinküste,FC Luzern,434,Bnei Yehuda Tel Aviv,9095,Israel,ablösefrei
1108,15/16,Fidan Aliti,182870,21,Kosovo,FC Luzern,434,FC Sheriff Tiraspol,2481,Moldawien,ablösefrei
1109,15/16,Dimitrios Christofi,83965,26,Zypern,FC Sion,321,Omonia Nikosia,829,Zypern,200 Tsd. €
1110,15/16,Michaël Perrier,61396,26,Schweiz,FC Sion,321,FC Aarau,116,Schweiz,50 Tsd. €
1111,15/16,Anthony Sauthier,69899,24,Schweiz,FC Sion,321,Servette FC,61,Schweiz,ablösefrei
1112,15/16,Farid Goutel,363281,20,Algerien,FC Sion,321,Team Vaud U21,15446,Schweiz,ablösefrei
1113,15/16,Vullnet Basha,56324,25,Albanien,FC Sion,321,SD Ponferradina ,4032,Spanien,ablösefrei
1114,15/16,Benjamin Kololli,191486,23,Kosovo,FC Sion,321,FC Biel-Bienne,2155,Schweiz,ablösefrei
1115,15/16,Ovidiu Herea,25933,30,Rumänien,FC Sion,321,Skoda Xanthi,128,Griechenland,ablösefrei
1116,15/16,Dany Da Silva,169372,22,Schweiz,FC Sion,321,FC Lausanne-Sport,527,Schweiz,ablösefrei
1117,15/16,Dario Vidosic,43192,28,Australien,FC Sion,321,Western Sydney Wanderers,36100,Australien,?
1118,15/16,Everton Luiz,75076,27,Brasilien,FC St. Gallen 1879,257,FK Partizan Belgrad,669,Serbien,450 Tsd. €
1119,15/16,Goran Karanovic,33337,27,Schweiz,FC St. Gallen 1879,257,Angers SCO,1420,Frankreich,ablösefrei
1120,15/16,Daniel Sikorski,30615,27,Österreich,FC St. Gallen 1879,257,SV Ried,266,Österreich,ablösefrei
1121,15/16,Roberto Rodriguez,68021,24,Schweiz,FC St. Gallen 1879,257,Novara Calcio,6692,Italien,ablösefrei
1122,15/16,Stéphane Besle,22393,31,Frankreich,FC St. Gallen 1879,257,RC Lens,826,Frankreich,ablösefrei
1123,15/16,Jim Freid,251363,21,Niederlande,FC St. Gallen 1879,257,FC Wil 1900,850,Schweiz,?
1124,15/16,Nisso Kapiloto,112724,25,Israel,FC St. Gallen 1879,257,Beitar Jerusalem,3793,Israel,?
1125,15/16,Dejan Janjatovic,94756,23,Serbien,FC St. Gallen 1879,257,FC Vaduz,163,Schweiz,?
1126,15/16,Mickaël Facchinetti,79392,24,Schweiz,FC St. Gallen 1879,257,Neuchâtel Xamax FCS,625,Schweiz,?
1127,15/16,Marco Mangold,33273,28,Schweiz,FC Thun,938,FC Winterthur,242,Schweiz,ablösefrei
1128,15/16,Christian Leite,45023,29,Brasilien,FC Thun,938,FC Rapperswil-Jona,8463,Schweiz,ablösefrei
1129,15/16,David Moser,130223,26,Schweiz,FC Thun,938,FC Köniz,32358,Schweiz,ablösefrei
1130,15/16,Berat Sadik,48898,28,Finnland,FC Thun,938,Krylya Sovetov Samara,2696,Russland,ablösefrei
1131,15/16,Elvedin Causi,194654,22,Schweiz,FC Thun,938,SC YF Juventus Zürich,2395,Schweiz,ablösefrei
1132,15/16,Adrien Rawyler,192964,22,Schweiz,FC Thun,938,New York Cosmos,4835,Vereinigte Staaten,?
1133,15/16,Markus Neumayr,3391,29,Deutschland,FC Vaduz,163,FC Luzern,434,Schweiz,100 Tsd. €
1134,15/16,Andreas Hirzel,167189,22,Schweiz,FC Vaduz,163,Hamburger SV,41,Deutschland,50 Tsd. €
1135,15/16,Pavel Pergl,9769,38,Tschechien,FC Vaduz,163,FC Locarno,2411,Schweiz,ablösefrei
1136,15/16,Mario Sara,3015,33,Österreich,FC Vaduz,163,SC Ritzing,7445,Österreich,ablösefrei
1137,15/16,Vinzenz Flatz,149788,20,Liechtenstein,FC Vaduz,163,FC Konolfingen,33965,Schweiz,ablösefrei
1138,15/16,Nico Abegglen,65956,25,Schweiz,FC Vaduz,163,FC Wohlen,1978,Schweiz,?
1139,15/16,Steven Lang,59080,27,Schweiz,FC Vaduz,163,FC St. Gallen 1879,257,Schweiz,?
1140,15/16,Kristian Kuzmanovic,64626,27,Niederlande,FC Vaduz,163,FC Schaffhausen,1277,Schweiz,?
1141,15/16,Renato Steffen,194638,24,Schweiz,BSC Young Boys,452,FC Basel 1893,26,Schweiz,"1,20 Mio. €"
1142,15/16,Matias Vitkieviez,43561,30,Schweiz,BSC Young Boys,452,Servette FC,61,Schweiz,ablösefrei
1143,15/16,Hélios Sessolo,159317,22,Schweiz,BSC Young Boys,452,FC Lausanne-Sport,527,Schweiz,ablösefrei
1144,15/16,Haris Tabakovic,203123,21,Schweiz,BSC Young Boys,452,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1145,15/16,Alexander González,147562,23,Venezuela,BSC Young Boys,452,SD Huesca ,5358,Spanien,ablösefrei
1146,15/16,Nico Elvedi,192635,18,Schweiz,FC Zürich,260,Borussia Mönchengladbach,18,Deutschland,"4,00 Mio. €"
1147,15/16,Yassine Chikhaoui,39989,28,Tunesien,FC Zürich,260,Al-Gharafa SC,6297,Katar,"2,50 Mio. €"
1148,15/16,Dimitri Oberlin,212718,17,Schweiz,FC Zürich,260,Red Bull Salzburg,409,Österreich,"2,00 Mio. €"
1149,15/16,Francisco Rodríguez,227967,19,Schweiz,FC Zürich,260,VfL Wolfsburg,82,Deutschland,"1,60 Mio. €"
1150,15/16,Mario Gavranovic,61380,26,Schweiz,FC Zürich,260,HNK Rijeka,144,Kroatien,600 Tsd. €
1151,15/16,Christian Schneuwly,52556,27,Schweiz,FC Zürich,260,FC Luzern,434,Schweiz,500 Tsd. €
1152,15/16,Avi Rikan,113486,26,Israel,FC Zürich,260,Maccabi Tel Aviv,119,Israel,100 Tsd. €
1153,15/16,Amine Chermiti,61682,28,Tunesien,FC Zürich,260,GFC Ajaccio,3558,Frankreich,ablösefrei
1154,15/16,Berat Djimsiti,165513,22,Albanien,FC Zürich,260,Atalanta Bergamo,800,Italien,ablösefrei
1155,15/16,Patrick Rossini,33771,27,Schweiz,FC Zürich,260,FC Lugano,2790,Schweiz,ablösefrei
1156,15/16,David Da Costa,17302,29,Schweiz,FC Zürich,260,Novara Calcio,6692,Italien,ablösefrei
1157,15/16,Maurice Brunner,107784,24,Schweiz,FC Zürich,260,FC Biel-Bienne,2155,Schweiz,ablösefrei
1158,16/17,Breel Embolo,237662,19,Schweiz,FC Basel 1893,26,FC Schalke 04,33,Deutschland,"26,50 Mio. €"
1159,16/17,Birkir Bjarnason,34453,28,Island,FC Basel 1893,26,Aston Villa,405,England,"2,00 Mio. €"
1160,16/17,Naser Aliji,172982,22,Albanien,FC Basel 1893,26,1.FC Kaiserslautern,2,Deutschland,175 Tsd. €
1161,16/17,Behrang Safari,18807,31,Schweden,FC Basel 1893,26,Malmö FF,496,Schweden,ablösefrei
1162,16/17,Musa Araz,147037,22,Schweiz,FC Basel 1893,26,FC Lausanne-Sport,527,Schweiz,ablösefrei
1163,16/17,Ahmed Hamoudi,158011,26,Ägypten,FC Basel 1893,26,Al-Batin FC,28597,Saudi-Arabien,ablösefrei
1164,16/17,Munas Dabbur,145866,24,Israel,Grasshopper Club Zürich,504,Red Bull Salzburg,409,Österreich,"5,00 Mio. €"
1165,16/17,Moritz Bauer,159692,24,Österreich,Grasshopper Club Zürich,504,Rubin Kazan,2698,Russland,"4,00 Mio. €"
1166,16/17,Philippe Senderos,4277,31,Schweiz,Grasshopper Club Zürich,504,Glasgow Rangers,124,Schottland,ablösefrei
1167,16/17,Daniel Pavlovic,19671,28,Bosnien-Herzegowina,Grasshopper Club Zürich,504,Sampdoria Genua,1038,Italien,ablösefrei
1168,16/17,Kim Källström,3730,34,Schweden,Grasshopper Club Zürich,504,Djurgårdens IF,1044,Schweden,ablösefrei
1169,16/17,Harun Alpsoy,258246,19,Türkei,Grasshopper Club Zürich,504,Antalyaspor,589,Türkei,ablösefrei
1170,16/17,Levent Gülen,147045,22,Schweiz,Grasshopper Club Zürich,504,Kayserispor,3205,Türkei,?
1171,16/17,Fabio Carvalho,252362,22,Portugal,FC Lausanne-Sport,527,FC Le Mont LS,12424,Schweiz,ablösefrei
1172,16/17,Santiago Feuillassier,288319,22,Argentinien,FC Lausanne-Sport,527,FC Le Mont LS,12424,Schweiz,ablösefrei
1173,16/17,Numa Lavanchy,147501,22,Schweiz,FC Lausanne-Sport,527,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1174,16/17,David Marazzi,6659,31,Schweiz,FC Lausanne-Sport,527,FC Le Mont LS,12424,Schweiz,ablösefrei
1175,16/17,Arnaud Bühler,10058,31,Schweiz,FC Lausanne-Sport,527,FC Wil 1900,850,Schweiz,ablösefrei
1176,16/17,Hélios Sessolo,159317,23,Schweiz,FC Lausanne-Sport,527,FC Le Mont LS,12424,Schweiz,ablösefrei
1177,16/17,Quentin Rushenguziminega,147117,24,Ruanda,FC Lausanne-Sport,527,Yverdon Sport FC,322,Schweiz,ablösefrei
1178,16/17,Gianmarco Paulis,235942,21,Italien,FC Lausanne-Sport,527,Sanremese Calcio,10390,Italien,ablösefrei
1179,16/17,Romain Dessarzin,225310,22,Schweiz,FC Lausanne-Sport,527,FC Winterthur,242,Schweiz,ablösefrei
1180,16/17,Mattia Bottani,86484,25,Schweiz,FC Lugano,2790,FC Wil 1900,850,Schweiz,700 Tsd. €
1181,16/17,Frédéric Veseli,111433,23,Albanien,FC Lugano,2790,Empoli FC ,749,Italien,ablösefrei
1182,16/17,Domagoj Pusic,82052,24,Kroatien,FC Lugano,2790,NK Osijek,327,Kroatien,ablösefrei
1183,16/17,Nikola Milosavljevic,317835,20,Schweiz,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1184,16/17,Patrick Rossini,33771,28,Schweiz,FC Lugano,2790,FC Aarau,116,Schweiz,ablösefrei
1185,16/17,Alessio Bellante,321666,20,Schweiz,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1186,16/17,Matteo Tosetti,111453,24,Schweiz,FC Lugano,2790,FC Thun,938,Schweiz,ablösefrei
1187,16/17,Matias Malvino,248418,24,Uruguay,FC Lugano,2790,Club Nacional,866,Uruguay,ablösefrei
1188,16/17,Jakob Jantscher,52269,27,Österreich,FC Luzern,434,Caykur Rizespor,126,Türkei,900 Tsd. €
1189,16/17,Cristian Ianu,19908,32,Rumänien,FC Luzern,434,FC Muri,9660,Schweiz,ablösefrei
1190,16/17,Lorenzo Bucchi,38118,32,Italien,FC Luzern,434,FC Aarau,116,Schweiz,ablösefrei
1191,16/17,Clemens Fandrich,80007,25,Deutschland,FC Luzern,434,FC Erzgebirge Aue,94,Deutschland,ablösefrei
1192,16/17,Sebastian Schachten,18391,31,Deutschland,FC Luzern,434,FSV Frankfurt,293,Deutschland,ablösefrei
1193,16/17,Claudio Holenstein,85553,25,Schweiz,FC Luzern,434,FC Wacker Innsbruck,2444,Österreich,ablösefrei
1194,16/17,Migjen Basha,33042,29,Albanien,FC Luzern,434,FC Bari 1908,332,Italien,ablösefrei
1195,16/17,Jahmir Hyka,41113,28,Albanien,FC Luzern,434,San Jose Earthquakes,218,Vereinigte Staaten,ablösefrei
1196,16/17,Jérôme Thiesson,34600,29,Schweiz,FC Luzern,434,Minnesota United FC,56089,Vereinigte Staaten,?
1197,16/17,Edimilson Fernandes,247555,20,Schweiz,FC Sion,321,West Ham United,379,England,"6,40 Mio. €"
1198,16/17,Léo Lacroix,149652,24,Schweiz,FC Sion,321,AS Saint-Étienne,618,Frankreich,"3,00 Mio. €"
1199,16/17,Vincent Sierro,280387,21,Schweiz,FC Sion,321,SC Freiburg,60,Deutschland,"1,50 Mio. €"
1200,16/17,Steven Deana,61150,26,Schweiz,FC Sion,321,FC Wil 1900,850,Schweiz,350 Tsd. €
