,Saison,Name,Player_ID,Alter,Nationalität,Abgebender Verein,ID_1,Aufnehmender Verein,ID_2,Zielland,Ablösesumme,Ligahöhe
1798,13/14,Cendrino Misidjan,60478,24,Niederlande,Go Ahead Eagles Deventer,1435,Sparta Rotterdam,468,Niederlande,0,2.Liga
1799,13/14,Jasper Heusinkveld,75219,24,Niederlande,Go Ahead Eagles Deventer,1435,De Graafschap Doetinchem,642,Niederlande,0,2.Liga
1800,13/14,Freek Heerkens,88074,23,Niederlande,Go Ahead Eagles Deventer,1435,Willem II Tilburg,403,Niederlande,0,2.Liga
1801,14/15,Daley Blind,12282,24,Niederlande,Ajax Amsterdam,610,Manchester United,985,England,17500000 ,1.Liga
1802,14/15,Siem de Jong,45509,25,Niederlande,Ajax Amsterdam,610,Newcastle United,762,England,8700000 ,1.Liga
1803,14/15,Stefano Denswil,182923,21,Niederlande,Ajax Amsterdam,610,FC Brügge,2282,Belgien,1200000 ,1.Liga
1804,14/15,Kenneth Vermeer,30290,28,Niederlande,Ajax Amsterdam,610,Feyenoord Rotterdam,234,Niederlande,1000000 ,1.Liga
1805,14/15,Danny Hoesen,81163,23,Niederlande,Ajax Amsterdam,610,FC Groningen,202,Niederlande,800000 ,1.Liga
1806,14/15,Jody Lukoki,165975,21,DR Kongo,Ajax Amsterdam,610,PEC Zwolle,1269,Niederlande,500000 ,1.Liga
1807,14/15,Eyong Enoh,47344,28,Kamerun,Ajax Amsterdam,610,Antalyaspor,589,Türkei,350000 ,2.Liga
1808,14/15,Mitchell Dijks,187245,21,Niederlande,Ajax Amsterdam,610,Willem II Tilburg,403,Niederlande,0,1.Liga
1809,14/15,Tobias Sana,75901,25,Schweden,Ajax Amsterdam,610,Malmö FF,496,Schweden,0,1.Liga
1810,14/15,Graziano Pellè,29594,28,Italien,Feyenoord Rotterdam,234,FC Southampton,180,England,11000000 ,1.Liga
1811,14/15,Bruno Martins Indi,112052,22,Niederlande,Feyenoord Rotterdam,234,FC Porto,720,Portugal,7700000 ,1.Liga
1812,14/15,Stefan de Vrij,111196,22,Niederlande,Feyenoord Rotterdam,234,Lazio Rom,398,Italien,7000000 ,1.Liga
1813,14/15,Daryl Janmaat,60744,24,Niederlande,Feyenoord Rotterdam,234,Newcastle United,762,England,6000000 ,1.Liga
1814,14/15,Ruben Schaken,31453,32,Niederlande,Feyenoord Rotterdam,234,FK Inter Baku,8956,Aserbaidschan,0,1.Liga
1815,14/15,John Goossens,35527,26,Niederlande,Feyenoord Rotterdam,234,FC Pune City,45275,Indien,0,1.Liga
1816,14/15,Kaj Ramsteijn,84902,24,Niederlande,Feyenoord Rotterdam,234,CS Marítimo,1301,Portugal,0,1.Liga
1817,14/15,Jordy van Deelen,187603,21,Niederlande,Feyenoord Rotterdam,234,FC Dordrecht,1455,Niederlande,0,1.Liga
1818,14/15,Ruud Vormer,45864,26,Niederlande,Feyenoord Rotterdam,234,FC Brügge,2282,Belgien,0,1.Liga
1819,14/15,Dusan Tadić,36139,25,Serbien,FC Twente Enschede,317,FC Southampton,180,England,14000000 ,1.Liga
1820,14/15,Quincy Promes,182381,22,Niederlande,FC Twente Enschede,317,Spartak Moskau,232,Russland,11500000 ,1.Liga
1821,14/15,Rasmus Bengtsson,37080,28,Schweden,FC Twente Enschede,317,Malmö FF,496,Schweden,110000 ,1.Liga
1822,14/15,Joey Pelupessy,187293,21,Niederlande,FC Twente Enschede,317,Heracles Almelo,1304,Niederlande,0,1.Liga
1823,14/15,Roberto Rosales,49500,25,Venezuela,FC Twente Enschede,317,FC Málaga,1084,Spanien,0,1.Liga
1824,14/15,Willem Janssen,19409,27,Niederlande,FC Twente Enschede,317,FC Utrecht,200,Niederlande,0,1.Liga
1825,14/15,Tim Matavz,50303,25,Slowenien,PSV Eindhoven,383,FC Augsburg,167,Deutschland,4000000 ,1.Liga
1826,14/15,Zanka,52059,24,Dänemark,PSV Eindhoven,383,FC Kopenhagen,190,Dänemark,700000 ,1.Liga
1827,14/15,Peter van Ooijen,123521,22,Niederlande,PSV Eindhoven,383,Go Ahead Eagles Deventer,1435,Niederlande,0,1.Liga
1828,14/15,Timothy Derijck,31131,27,Belgien,PSV Eindhoven,383,ADO Den Haag,1268,Niederlande,0,1.Liga
1829,14/15,Alfred Finnbogason,90024,25,Island,SC Heerenveen,306,Real Sociedad San Sebastián,681,Spanien,8000000 ,1.Liga
1830,14/15,Daley Sinkgraven,215099,19,Niederlande,SC Heerenveen,306,Ajax Amsterdam,610,Niederlande,7000000 ,1.Liga
1831,14/15,Hakim Ziyech,217111,21,Marokko,SC Heerenveen,306,FC Twente Enschede,317,Niederlande,3500000 ,1.Liga
1832,14/15,Bilal Basacikoglu,224256,19,Türkei,SC Heerenveen,306,Feyenoord Rotterdam,234,Niederlande,3500000 ,1.Liga
1833,14/15,Yanic Wildschut,151189,22,Suriname,SC Heerenveen,306,FC Middlesbrough,641,England,800000 ,2.Liga
1834,14/15,Jukka Raitala,47785,26,Finnland,SC Heerenveen,306,FC Vestsjaelland,20100,Dänemark,0,1.Liga
1835,14/15,Ramon Zomer,14124,31,Niederlande,SC Heerenveen,306,Heracles Almelo,1304,Niederlande,0,1.Liga
1836,14/15,Fahd Aktaou,227075,21,Niederlande,SC Heerenveen,306,Heracles Almelo,1304,Niederlande,0,1.Liga
1837,14/15,Christian Kum,37850,28,Niederlande,SC Heerenveen,306,FC Utrecht,200,Niederlande,0,1.Liga
1838,14/15,Rajiv van La Parra,77001,23,Niederlande,SC Heerenveen,306,Wolverhampton Wanderers,543,England,0,2.Liga
